3	30.1464	23.6544	4.805	41.3942	1
3	29.9184	23.4399	4.6397	42.002	1
3	29.8868	23.9559	4.0876	42.0697	1
3	30.0496	24.0282	5.1973	40.7249	1
3	31.92517	23.20455	5.19463	39.67565	1
3	33.6258	22.89864	5.73496	37.7406	1
2	35.76377	22.39572	6.26807	35.57244	1
2	35.33592	22.26459	6.94332	35.45617	1
2	36.18904	21.64629	7.23073	34.93394	1
3	33.03234	22.32476	6.62232	38.02058	1
3	32.16953	23.05951	6.65891	38.11205	1
3	30.4876	23.1222	5.7136	40.6766	1
3	31.0988	23.1522	6.6791	39.0699	1
3	31.3164	22.4589	7.0602	39.1645	1
3	31.9232	22.9413	7.1119	38.0236	1
3	31.1516	23.2803	7.21	38.3581	1
3	28.2078	25.72406	6.209765	39.858375	1
3	26.72256	27.0045	6.28198	39.99096	1
1	25.93022	34.81876	5.521475	33.729545	1
1	17.08732	35.26124	3.21018	44.44126	1
1	15.1244	41.485	2.39265	40.99795	1
1	16.79218	40.92591	3.051525	39.230385	1
1	17.45904	40.2515	3.20562	39.08384	1
3	24.1408	38.62275	4.76682	32.46963	1
3	27.78532	32.06403	6.04268	34.10797	1
3	30.622	24.5157	6.5235	38.3388	1
3	30.218	22.9029	6.8523	40.0268	1
3	29.4344	23.6406	6.3784	40.5466	1
3	29.052	23.937	6.2214	40.7896	1
3	28.8664	23.7978	6.2117	41.1241	1
3	29.2724	23.6565	5.7985	41.2726	1
3	29.0908	23.9613	5.5625	41.3854	1
3	29.5036	23.8296	5.67	40.9968	1
3	30.118	24.4359	6.0234	39.4227	1
3	28.7696	24.303	6.3733	40.5541	1
3	27.8108	24.3237	6.4635	41.402	1
3	28.8056	23.9034	6.2745	41.0165	1
3	28.6024	24.072	6.5278	40.7978	1
3	27.7976	24.3984	6.3674	41.4366	1
3	27.9736	23.9844	6.5907	41.4513	1
3	28.5384	24.1527	6.3344	40.9745	1
3	29.3076	24.033	6.3625	40.2969	1
3	29.5004	23.6157	6.1731	40.7108	1
3	29.492	24.8091	5.7775	39.9214	1
3	29.2716	24.8322	6.0079	39.8883	1
3	30.0284	25.2939	6.6763	38.0014	1
3	28.236	25.6107	6.5886	39.5647	1
3	28.596	25.0614	6.5772	39.7654	1
3	28.9396	25.6815	6.6085	38.7704	1
3	29.2932	25.4145	7.0306	38.2617	1
3	29.0536	25.2879	7.127	38.5315	1
3	28.2172	25.746	6.9128	39.124	1
3	28.3612	26.0625	6.6167	38.9596	1
3	28.8964	26.3742	6.7455	37.9839	1
3	28.6484	25.9563	6.2178	39.1775	1
3	29.7796	26.2779	6.1175	37.825	1
3	29.7196	25.7298	6.4498	38.1008	1
3	30.6248	26.0844	7.2171	36.0737	1
3	30.5496	25.4166	7.3154	36.7184	1
3	31.2476	25.7745	7.3548	35.6231	1
3	31.3444	26.7231	7.041	34.8915	1
3	32.4152	26.9307	6.5247	34.1294	1
3	32.1132	26.2476	7.1499	34.4893	1
3	31.2316	25.5627	6.6452	36.5605	1
3	31.726	25.7625	6.6987	35.8128	1
3	30.8464	26.1039	6.7673	36.2824	1
3	30.5452	25.7112	6.4061	37.3375	1
3	30.4372	26.0562	6.076	37.4306	1
3	29.744	25.9653	5.6595	38.6312	1
3	29.4452	25.8723	5.4506	39.2319	1
3	28.5528	25.7877	5.7734	39.8861	1
3	28.4336	25.8531	6.0503	39.663	1
3	28.5048	25.3269	6.0884	40.0799	1
3	28.1844	25.0869	6.2148	40.5139	1
3	27.6708	26.0127	6.6496	39.6669	1
3	27.3672	26.0562	6.914	39.6626	1
3	26.6776	26.2533	6.7556	40.3135	1
3	26.5748	26.454	6.3296	40.6416	1
3	26.8732	25.9155	5.468	41.7433	1
3	28.9456	25.965	6.0004	39.089	1
3	29.6548	26.4534	5.777	38.1148	1
3	29.5932	25.0347	6.0049	39.3672	1
3	29.1364	25.3836	5.3454	40.1346	1
3	28.2716	25.5891	5.2506	40.8887	1
3	27.4084	26.2365	4.9373	41.4178	1
3	27.1484	26.1432	4.8175	41.8909	1
3	27.0944	26.4858	5.0264	41.3934	1
3	27.2412	26.2392	4.426	42.0936	1
3	26.4092	26.8779	4.087	42.6259	1
3	27.9204	26.6328	3.7539	41.6929	1
3	28.4548	24.6261	3.4228	43.4963	1
3	28.9892	24.3801	3.2583	43.3724	1
3	28.946	24.5652	3.0236	43.4652	1
3	29.884	24.1599	3.0988	42.8573	1
3	30.0436	24.7818	3.101	42.0736	1
3	29.6212	25.6938	2.8637	41.8213	1
3	28.9992	25.2882	2.4479	43.2647	1
3	29.1728	25.3182	2.7865	42.7225	1
3	29.1688	25.05	2.5246	43.2566	1
3	30.1548	25.0854	1.7744	42.9854	1
3	27.89164	26.93233	2.62395	42.55208	1
3	28.5974	27.22973	2.738785	41.434085	1
1	28.90388	27.42473	3.415695	40.255695	1
3	28.30648	27.81748	3.544385	40.331655	1
3	26.95482	27.11326	3.57012	42.3618	1
3	28.4012	26.7348	4.0947	40.7693	1
3	27.9976	27.3549	4.0565	40.591	1
3	28.3732	26.9427	4.2601	40.424	1
3	27.3672	27.702	3.963	40.9678	1
3	26.762	27.1371	3.6679	42.433	1
3	26.74	27.2985	3.8635	42.098	1
3	25.3384	27.7437	3.5434	43.3745	1
3	24.7204	27.5886	3.0558	44.6352	1
3	24.3016	27.8667	3.4086	44.4231	1
3	24.858	28.5966	3.3776	43.1678	1
3	24.6412	28.4427	3.0504	43.8657	1
3	23.8508	27.9825	3.6583	44.5084	1
3	23.6668	27.5229	3.7871	45.0232	1
3	23.302	27.0654	4.1195	45.5131	1
3	23.1396	26.7531	3.7596	46.3477	1
3	22.7888	26.1468	3.9798	47.0846	1
3	21.4508	26.2734	3.9023	48.3735	1
3	21.2832	25.6653	4.046	49.0055	1
3	20.516	25.3515	4.2561	49.8764	1
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN
3	28.3432	22.2759	4.2689	45.112	1
3	27.5588	22.6326	4.1054	45.7032	1
3	28.7428	22.3938	4.4947	44.3687	1
3	30.4968	22.3068	4.7924	42.404	1
3	31.2748	21.9333	4.6004	42.1915	1
3	33.00716	21.48417	5.48762	40.02105	1
3	33.9492	20.95652	5.81796	39.27632	1
3	35.71432	20.47389	7.24634	36.56545	1
3	34.63506	20.64608	6.6386	38.08026	1
3	32.3364	20.74196	6.28904	40.6326	1
3	31.444	20.9217	5.8765	41.7578	1
3	31.6808	20.8161	5.9623	41.5408	1
3	31.5188	20.5689	6.3331	41.5792	1
3	30.9564	20.4642	6.6468	41.9326	1
3	30.3908	21.5208	6.2975	41.7909	1
3	29.8292	21.2451	6.3419	42.5838	1
3	28.674	22.0053	6.0378	43.2829	1
3	26.5406	26.95734	5.31948	41.18258	1
3	21.17852	28.7492	4.42028	45.652	1
1	19.93746	36.53733	3.71564	39.80957	1
1	15.784	44.3395	3.09625	36.78025	1
1	14.589	41.894	2.90765	40.60935	1
1	14.93948	36.36421	2.7399	45.95641	1
1	22.86028	37.78035	4.52047	34.8389	1
3	25.1158	27.39122	5.83644	41.65654	1
3	27.8128	22.8957	6.8555	42.436	1
3	27.8272	22.6122	6.746	42.8146	1
3	28.8276	22.4754	7.0762	41.6208	1
3	29.442	22.9356	6.5276	41.0948	1
3	29.0936	22.0767	6.2582	42.5715	1
3	29.9204	22.095	6.2311	41.7535	1
3	28.9596	21.6807	6.193	43.1667	1
3	28.5652	21.855	5.9128	43.667	1
3	28.5604	22.7661	5.7899	42.8836	1
3	28.3636	22.6407	5.8516	43.1441	1
3	29.5268	23.2431	5.4986	41.7315	1
3	28.9164	24.282	5.5887	41.2129	1
3	28.8832	24.2988	5.7339	41.0841	1
3	29.0436	24.3171	5.9354	40.7039	1
3	28.8132	22.7271	5.8735	42.5862	1
3	29.3616	23.9313	6.426	40.2811	1
3	27.9464	24.4038	6.3617	41.2881	1
3	28.8988	24.8763	6.0615	40.1634	1
3	31.0416	24.9066	6.4266	37.6252	1
3	30.4424	24.9294	6.5892	38.039	1
3	29.2616	25.1046	7.1772	38.4566	1
3	28.8524	25.5738	7.2614	38.3124	1
3	27.6484	25.3134	6.8059	40.2323	1
3	27.2352	24.6144	7.4576	40.6928	1
3	27.9928	25.2315	7.4008	39.3749	1
3	27.5624	25.8459	7.4046	39.1871	1
3	28.2916	25.7274	7.6207	38.3603	1
3	27.6408	26.2002	7.6789	38.4801	1
3	28.3652	26.8236	7.4643	37.3469	1
3	28.3128	26.562	7.3281	37.7971	1
3	28.65	26.6007	6.9743	37.775	1
3	29.7624	26.505	6.9492	36.7834	1
3	30.0932	25.8213	7.4732	36.6123	1
3	29.6324	25.5762	7.5377	37.2537	1
3	30.3408	25.1865	7.223	37.2497	1
3	30.6672	25.0959	7.5045	36.7324	1
3	31.3708	24.8724	6.9143	36.8425	1
3	31.6964	24.9414	6.6739	36.6883	1
3	32.2084	25.4454	6.6908	35.6554	1
3	31.3324	26.1042	6.1298	36.4336	1
3	31.6268	25.7361	6.1283	36.5088	1
3	30.1612	26.5398	6.0699	37.2291	1
3	31.048	26.16	5.6187	37.1733	1
3	30.9552	26.5164	5.8341	36.6943	1
3	31.2616	27.4575	5.76	35.5209	1
3	31.3748	27.2283	5.4694	35.9275	1
3	30.294	26.8503	5.6831	37.1726	1
3	30.3796	26.9151	5.593	37.1123	1
3	29.8768	26.9721	6.1466	37.0045	1
3	29.3788	27.0267	6.6753	36.9192	1
